Date,corn,soybean_meal,hog,crush
2017-02-16,3.99,336.9,63.65,110140.0
2017-02-17,3.9425,336.7,63.9,111672.5
2017-02-21,3.9575,335.6,63.95,111717.5
2017-02-22,3.9725,333.8,62.15,105912.5
2017-02-23,3.9175,331.4,61.525,104977.5
2017-02-24,3.91,331.8,62.1,106890.0
2017-02-27,3.8875,331.9,62.15,107377.5
2017-02-28,3.9375,332.0,62.5,107737.5
2017-03-01,4.0125,334.2,63.2,108632.5
2017-03-02,3.985,331.8,63.125,109045.0
2017-03-03,3.9925,330.6,63.075,108892.5
2017-03-06,3.98,329.8,63.275,109800.0
2017-03-07,3.96,327.9,63.975,112530.0
2017-03-08,3.9275,327.2,64.0,113167.5
2017-03-09,3.8825,326.9,63.95,113712.5
2017-03-10,3.865,327.1,63.875,113715.0
2017-03-13,3.835,330.0,64.05,114435.0
2017-03-14,3.8425,326.1,64.125,114952.5
2017-03-15,3.85,326.0,63.775,113730.0
2017-03-16,3.875,327.5,64.025,114005.00000000003
2017-03-17,3.8975,327.0,63.475,111957.5
2017-03-20,3.8625,325.3,63.8,113692.5
2017-03-21,3.845,326.1,63.35,112435.0
2017-03-22,3.82,324.9,63.375,113010.0
2017-03-23,3.8,323.0,63.55,114060.0
2017-03-24,3.795,321.4,63.275,113415.0
2017-03-27,3.8,318.0,62.125,110000.0
2017-03-28,3.8175,317.7,61.2,106807.5
2017-03-29,3.82,317.4,60.525,104640.0
2017-03-30,3.81,316.4,60.95,106250.0
2017-03-31,3.8825,312.4,60.7,104762.5
2017-04-03,3.92,312.7,60.025,102010.0
2017-04-04,3.8775,312.7,60.0,102567.5
2017-04-05,3.8925,312.8,59.525,100812.5
2017-04-06,3.86,312.2,60.65,104960.0
2017-04-07,3.845,310.9,60.6,105155.0
2017-04-10,3.91,312.2,61.575,107170.0
2017-04-11,3.905,312.6,61.925,108325.0
2017-04-12,3.925,316.1,61.2,105355.0
2017-04-13,3.945,320.3,61.45,105435.0
2017-04-17,3.9025,317.4,61.075,105162.5
2017-04-18,3.8625,317.6,61.9,108382.5
2017-04-19,3.865,316.7,61.775,108035.0
2017-04-20,3.825,313.3,60.075,103535.0
2017-04-21,3.82,315.8,59.475,101440.0
2017-04-24,3.835,321.0,59.55,100935.0
2017-04-25,3.89,318.8,60.8,104330.0
2017-04-26,3.8425,314.4,60.475,104442.5
2017-04-27,3.8675,315.5,61.275,106517.5
2017-04-28,3.85,317.0,61.7,107990.0
2017-05-01,3.945,318.9,61.525,105815.0
2017-05-02,3.9,316.6,61.625,107040.0
2017-05-03,3.9225,319.5,62.4,108892.5
2017-05-04,3.845,318.1,62.175,109475.0
2017-05-05,3.885,317.5,62.275,109255.0
2017-05-08,3.8425,315.0,62.2,109902.5
2017-05-09,3.85,318.6,61.9,108470.0
2017-05-10,3.915,319.0,61.95,107615.0
2017-05-11,3.8725,316.5,61.35,106582.5
2017-05-12,3.8875,314.4,61.6,107367.5
2017-05-15,3.8525,314.2,61.675,108152.5
2017-05-16,3.855,318.1,61.925,108525.0
2017-05-17,3.89,316.7,62.275,109260.0
2017-05-18,3.84,310.1,61.95,109630.0
2017-05-19,3.9025,310.4,62.0,108822.5
2017-05-22,3.9275,312.1,62.125,108677.5
2017-05-23,3.8775,311.1,62.35,110247.5
2017-05-24,3.8975,311.0,61.825,108277.5
2017-05-25,3.875,308.6,62.15,109895.0
2017-05-26,3.925,306.4,62.175,109445.0
2017-05-30,3.8575,303.4,62.225,110917.5
2017-05-31,3.91,303.0,62.575,111290.0
2017-06-01,3.8925,303.2,62.925,112652.5
2017-06-02,3.91,307.2,63.05,112390.0
2017-06-05,3.92,305.5,61.325,106890.0
2017-06-06,3.9575,306.1,61.95,108267.5
2017-06-07,4.025,309.1,62.25,107915.0
2017-06-08,4.0375,309.7,62.9,109747.5
2017-06-09,4.06,309.9,63.55,111470.00000000001
2017-06-12,3.955,307.2,63.075,111795.0
2017-06-13,3.99,306.9,63.55,112820.0
2017-06-14,3.955,307.7,63.1,111825.0
2017-06-15,3.9775,306.5,61.775,107367.5
2017-06-16,4.02,307.2,61.55,105940.00000000001
2017-06-19,3.9325,307.3,63.525,113562.5
2017-06-20,3.88,306.2,63.45,114220.0
2017-06-21,3.8675,302.7,63.2,113957.5
2017-06-22,3.8075,297.4,62.875,114347.5
2017-06-23,3.7525,297.2,62.15,112872.5
2017-06-26,3.77,298.0,62.35,113170.0
2017-06-27,3.775,297.8,61.775,111275.0
2017-06-28,3.7625,299.9,61.925,111732.5
2017-06-29,3.8,299.9,62.1,111730.0
2017-06-30,3.92,311.2,63.475,113200.0
2017-07-03,3.9925,320.4,64.55,114632.5
2017-07-05,4.04,325.6,65.45,116280.0
2017-07-06,4.0275,329.7,65.25,115417.5
2017-07-07,4.0475,338.0,65.35,114607.49999999997
2017-07-10,4.1475,345.6,64.8,110587.5
2017-07-11,4.1425,346.2,63.775,107322.5
2017-07-12,3.9875,343.3,63.0,107457.5
2017-07-13,3.83,325.1,63.775,114120.0
2017-07-14,3.895,331.2,62.225,107575.0
2017-07-17,3.88,329.5,62.625,109250.0
2017-07-18,3.9075,330.9,62.625,108697.5
2017-07-19,3.9625,334.2,62.95,108582.5
2017-07-20,4.0475,338.1,62.95,106917.5
2017-07-21,3.935,336.8,61.975,105615.0
2017-07-24,3.9075,332.7,61.175,103877.5
2017-07-25,3.8225,324.9,61.55,107132.5
2017-07-26,3.86,326.5,61.925,107610.0
2017-07-27,3.8775,329.0,61.8,106697.5
2017-07-28,3.88,328.5,61.05,104310.0
2017-07-31,3.8475,325.4,60.5,103347.5
2017-08-01,3.765,314.5,59.4,102155.0
2017-08-02,3.79,315.5,60.625,105600.0
2017-08-03,3.7775,312.6,60.525,105757.5
2017-08-04,3.81,309.4,61.45,108550.0
2017-08-07,3.8675,314.2,62.5,110567.5
2017-08-08,3.8375,314.3,62.55,111167.5
2017-08-09,3.8625,312.9,62.95,112212.5
2017-08-10,3.71,300.2,62.7,114970.0
2017-08-11,3.7475,304.2,63.25,115767.5
2017-08-14,3.7625,302.7,63.5,116492.5
2017-08-15,3.685,299.4,64.7,121825.0
2017-08-16,3.665,298.1,63.475,118335.0
2017-08-17,3.6425,300.0,61.8,113122.5
2017-08-18,3.6575,300.5,61.325,111327.5
2017-08-21,3.63,299.0,59.85,107170.0
2017-08-22,3.6,298.7,59.05,105090.0
2017-08-23,3.5575,296.5,58.85,105307.5
2017-08-24,3.5625,300.9,59.25,106072.5
2017-08-25,3.535,300.0,58.95,105615.0
2017-08-28,3.51,299.4,57.575,101650.0
2017-08-29,3.4875,299.2,56.15,97447.5
2017-08-30,3.455,297.4,57.2,101475.0
2017-08-31,3.5775,299.5,58.025,102067.5
2017-09-01,3.5525,298.8,58.05,102592.5
2017-09-05,3.585,308.0,60.175,107985.0
2017-09-06,3.61,308.7,60.275,107860.0
2017-09-07,3.5525,307.2,58.275,102472.5
2017-09-08,3.5675,305.2,58.9,104447.5
2017-09-11,3.575,303.6,58.625,103615.0
2017-09-12,3.515,300.0,57.1,99995.0
2017-09-13,3.515,305.4,56.775,98415.0
2017-09-14,3.5425,313.1,56.525,96432.5
2017-09-15,3.5475,311.4,58.475,102767.5
2017-09-18,3.515,312.6,58.05,101775.0
2017-09-19,3.4825,308.7,59.725,108012.5
2017-09-20,3.5,310.1,59.925,108250.0
2017-09-21,3.5025,312.9,57.8,101132.5
2017-09-22,3.535,319.0,56.625,96275.0
2017-09-25,3.5375,314.3,57.425,99267.5
2017-09-26,3.5225,313.1,58.1,101772.5
2017-09-27,3.54,313.3,59.65,106450.0
2017-09-28,3.525,311.5,58.275,102455.0
2017-09-29,3.5525,315.8,59.95,106972.5
2017-10-02,3.515,313.6,61.975,114235.0
2017-10-03,3.495,311.5,62.075,115065.0
2017-10-04,3.4825,311.0,61.9,114742.5
2017-10-05,3.495,316.9,62.8,116845.0
2017-10-06,3.5,319.2,60.925,110540.0
2017-10-09,3.495,315.5,60.95,111065.0
2017-10-10,3.4925,316.2,61.55,112952.5
2017-10-11,3.46,314.9,62.5,116610.0
2017-10-12,3.49,326.3,61.625,112220.0
2017-10-13,3.5275,328.6,62.2,113267.5
2017-10-16,3.505,324.5,63.7,118815.0
2017-10-17,3.5,321.6,62.175,114300.0
2017-10-18,3.485,321.8,63.75,119545.0
2017-10-19,3.49,321.4,64.25,121110.0
2017-10-20,3.445,317.1,64.85,124134.99999999997
2017-10-23,3.5125,315.9,63.525,119002.5
2017-10-24,3.5275,314.2,64.025,120547.50000000003
2017-10-25,3.51,315.4,64.475,122129.99999999997
2017-10-26,3.505,312.1,65.05,124375.0
2017-10-27,3.4875,312.1,64.45,122717.5
2017-10-30,3.4875,312.3,65.175,125017.5
2017-10-31,3.4575,311.8,68.0,134557.5
2017-11-01,3.4825,313.6,66.6,129522.49999999997
2017-11-02,3.505,317.4,65.8,126245.0
2017-11-03,3.4825,313.9,65.1,124692.49999999997
2017-11-06,3.48,316.1,64.625,122990.0
2017-11-07,3.4775,315.5,63.925,120847.5
2017-11-08,3.4825,315.2,63.55,119602.5
2017-11-09,3.415,311.8,63.175,119755.0
2017-11-10,3.435,314.5,62.475,116945.0
2017-11-13,3.4225,311.3,62.3,116892.5
2017-11-14,3.375,310.3,59.975,110265.0
2017-11-15,3.3825,311.3,61.125,113732.5
2017-11-16,3.365,310.5,60.1,110795.0
2017-11-17,3.43,318.2,60.65,110810.0
2017-11-20,3.45,319.8,62.025,114750.0
2017-11-21,3.45,318.3,60.7,110660.0
2017-11-22,3.4525,324.4,62.825,116812.5
2017-11-24,3.4225,323.8,63.25,118682.5
2017-11-27,3.3875,327.1,64.525,122957.50000000003
2017-11-28,3.3625,323.5,65.75,127612.5
2017-11-29,3.39,325.0,65.075,124890.0
2017-11-30,3.4175,324.5,64.275,121967.50000000003
2017-12-01,3.8975,332.4,65.275,117177.50000000003
2017-12-04,3.855,337.5,64.95,116265.0
2017-12-05,3.86,340.0,64.275,113780.00000000003
2017-12-06,3.8525,339.4,63.825,112512.5
2017-12-07,3.84,334.6,63.575,112380.0
2017-12-08,3.85,333.0,63.675,112710.0
2017-12-11,3.815,331.5,63.6,113145.0
2017-12-12,3.8025,330.0,63.75,113962.5
2017-12-13,3.8125,331.2,63.95,114332.5
2017-12-14,3.8075,326.7,64.025,115097.50000000003
2017-12-15,3.8,326.6,63.85,114660.0
2017-12-18,3.8,326.4,63.775,114440.0
2017-12-19,3.8075,322.6,62.75,111427.5
2017-12-20,3.825,324.0,63.625,113825.0
2017-12-21,3.8375,323.2,63.675,113877.5
2017-12-22,3.845,322.5,63.975,114795.0
2017-12-26,3.8575,323.9,63.85,114067.5
2017-12-27,3.8675,323.9,63.8,113757.5
2017-12-28,3.855,322.3,63.95,114585.0
2017-12-29,3.84,322.2,63.95,114820.0
2018-01-02,3.865,324.2,64.075,114645.0
2018-01-03,3.86,325.1,64.175,114950.0
2018-01-04,3.845,325.2,64.25,115405.0
2018-01-05,3.845,326.1,64.025,114595.00000000003
2018-01-08,3.81,325.9,64.5,116660.0
2018-01-09,3.825,323.4,64.75,117485.0
2018-01-10,3.8275,321.9,64.875,117997.5
2018-01-11,3.8275,320.2,64.525,117047.50000000003
2018-01-12,3.805,325.1,64.425,116575.0
2018-01-16,3.825,328.9,64.725,116854.99999999997
2018-01-17,3.86,330.1,64.475,115409.99999999997
2018-01-18,3.85,333.3,64.45,115160.0
2018-01-19,3.8575,335.1,64.475,114947.49999999997
2018-01-22,3.8575,339.5,64.425,114347.5
2018-01-23,3.85,339.1,64.25,113940.0
2018-01-24,3.895,341.5,64.7,114465.0
2018-01-25,3.885,342.0,63.95,112165.0
2018-01-26,3.895,338.6,63.975,112435.0
2018-01-29,3.915,339.5,64.2,112765.0
2018-01-30,3.935,340.9,64.35,112804.99999999997
2018-01-31,3.9325,339.1,64.025,111982.50000000003
2018-02-01,3.9325,336.2,64.7,114432.5
2018-02-02,3.925,335.2,64.75,114805.0
2018-02-05,3.895,332.3,64.6,115064.99999999997
2018-02-06,3.935,334.8,63.95,112135.0
2018-02-07,3.9475,337.1,63.4,109957.5
2018-02-08,3.95,341.0,63.4,109530.0
2018-02-09,3.9225,342.0,62.875,108162.5
2018-02-12,3.97,352.0,64.025,110130.00000000003
2018-02-13,3.96,355.4,63.025,106740.0
2018-02-14,3.965,355.5,63.95,109615.0
2018-02-15,3.975,358.8,63.45,107535.0
2018-02-16,3.97,358.5,62.8,105560.0
2018-02-20,3.96,360.4,63.225,106880.0
2018-02-21,3.965,362.8,63.775,108325.0
2018-02-22,3.9725,362.7,64.95,111982.5
2018-02-23,3.9725,362.3,64.925,111942.5
2018-02-26,3.99,361.8,64.025,108850.00000000003
2018-02-27,4.0,366.4,64.425,109520.0
2018-02-28,4.015,368.6,64.1,108034.99999999997
2018-03-01,4.0475,370.3,63.3,104817.5
2018-03-02,4.0425,370.1,62.85,103472.49999999999
2018-03-05,4.06,371.7,63.075,103770.00000000001
2018-03-06,4.065,371.0,63.175,104084.99999999999
2018-03-07,4.0625,371.9,62.65,102352.5
2018-03-08,4.1025,371.5,62.475,101232.5
2018-03-09,4.0725,364.2,62.225,101612.5
2018-03-12,4.0775,365.2,62.55,102477.5
2018-03-13,4.0975,368.3,62.725,102427.5
2018-03-14,4.0775,363.3,63.15,104587.5
2018-03-15,4.0625,363.2,63.775,106822.5
2018-03-16,4.0375,364.5,63.825,107227.5
2018-03-19,3.975,355.1,62.55,105025.0
2018-03-20,3.9725,357.8,62.6,104952.5
2018-03-21,3.9675,359.0,62.55,104747.5
2018-03-22,3.98,361.7,61.975,102450.0
2018-03-23,3.9925,368.1,60.425,96662.5
2018-03-26,3.9675,365.8,60.025,95987.5
2018-03-27,3.97,362.3,59.775,95500.0
2018-03-28,3.97,361.0,60.375,97550.0
2018-03-29,4.115,374.7,59.875,92405.0
2018-04-02,4.1125,370.3,58.75,89282.5
2018-04-03,4.1225,372.6,58.625,88502.50000000001
2018-04-04,4.05,372.1,60.05,94200.0
2018-04-05,4.1325,371.7,59.375,90842.5
2018-04-06,4.125,376.2,59.2,89945.0
2018-04-09,4.1475,382.0,61.3,95747.5
2018-04-10,4.14,378.8,60.875,94820.0
2018-04-11,4.12,376.9,61.825,98350.0
2018-04-12,4.135,378.3,62.175,99105.0
2018-04-13,4.1075,378.2,62.125,99367.5
2018-04-16,4.0725,374.9,61.425,97982.5
2018-04-17,4.06,378.8,62.05,99780.00000000001
2018-04-18,4.085,377.2,62.775,101885.0
2018-04-19,4.08,375.3,62.5,101270.0
2018-04-20,4.025,374.5,62.1,100895.0
2018-04-23,4.0425,372.7,61.45,98732.49999999999
2018-04-24,4.065,372.4,60.925,96744.99999999999
2018-04-25,4.1225,374.8,60.7,94922.50000000001
2018-04-26,4.1125,375.2,60.175,93352.5
2018-04-27,4.145,384.5,59.375,89375.00000000001
2018-04-30,4.16,384.7,59.425,89290.0
2018-05-01,4.2025,391.7,58.4,84672.5
2018-05-02,4.1975,388.6,58.375,84977.5
2018-05-03,4.2225,386.7,58.225,84312.5
2018-05-04,4.21,382.0,58.025,84330.0
2018-05-07,4.165,375.0,58.675,87785.0
2018-05-08,4.195,378.1,59.525,89745.0
2018-05-09,4.195,377.2,58.825,87595.0
2018-05-10,4.195,378.7,59.25,88805.0
2018-05-11,4.145,371.7,58.6,88175.00000000001
2018-05-14,4.1425,377.1,59.45,90392.5
2018-05-15,4.1925,374.4,58.05,85432.5
2018-05-16,4.17,369.6,58.25,86890.0
2018-05-17,4.13,367.7,59.0,90080.0
2018-05-18,4.2025,368.0,58.3,86722.5
2018-05-21,4.21,373.6,57.95,84930.0
2018-05-22,4.2325,373.3,56.95,81422.5
2018-05-23,4.265,377.8,58.05,84005.0
2018-05-24,4.225,375.9,58.1,84955.0
2018-05-25,4.25,378.6,58.475,85510.0
2018-05-29,4.19,377.9,59.2,88799.99999999999
2018-05-30,4.1325,375.4,59.35,90392.5
2018-05-31,4.1375,373.8,58.425,87517.5
2018-06-01,4.1175,373.1,57.575,85167.5
2018-06-04,4.0125,368.3,57.35,86502.5
2018-06-05,4.04,368.5,57.8,87510.0
2018-06-06,3.9975,366.9,59.3,93107.5
2018-06-07,3.9675,361.3,59.275,94037.5
2018-06-08,3.98,360.8,59.775,95500.0
2018-06-11,3.8825,354.9,59.2,95712.5
2018-06-12,3.9825,357.8,59.975,96402.5
2018-06-13,3.97,352.1,60.625,99240.0
2018-06-14,3.845,348.8,58.85,95765.0
2018-06-15,3.8275,345.1,58.525,95357.5
2018-06-18,3.7725,342.4,59.375,99172.5
2018-06-19,3.755,340.3,58.525,96925.0
2018-06-20,3.7575,337.3,56.75,91507.5
2018-06-21,3.7825,334.3,56.625,91032.5
2018-06-22,3.78,341.0,56.575,90240.0
2018-06-25,3.715,334.0,55.75,89275.0
2018-06-26,3.7325,332.6,56.325,90992.5
2018-06-27,3.7325,331.5,56.525,91742.5
2018-06-28,3.66,331.3,56.575,93010.0
2018-06-29,3.7125,329.9,54.55,85882.5
2018-07-02,3.59,327.6,54.875,88990.0
2018-07-03,3.6425,325.4,56.025,92102.5
2018-07-05,3.645,323.9,55.775,91415.0
2018-07-06,3.73,337.4,54.8,85670.0
2018-07-09,3.67,327.8,52.55,80330.0
2018-07-10,3.6075,330.3,49.925,72617.5
2018-07-11,3.5325,327.7,46.45,62882.5
2018-07-12,3.5925,327.7,48.75,69342.5
2018-07-13,3.5475,323.0,50.4,75767.5
2018-07-16,3.5525,327.5,49.175,71322.5
2018-07-17,3.5975,327.2,47.475,65237.5
2018-07-18,3.61,325.6,47.025,63770.0
2018-07-19,3.65,326.1,46.875,62640.0
2018-07-20,3.69,324.6,45.925,59150.0
2018-07-23,3.7125,325.4,47.275,63052.5
2018-07-24,3.66,326.7,47.525,64510.0
2018-07-25,3.7325,328.5,48.925,67722.5
2018-07-26,3.7575,331.7,47.45,62307.5
2018-07-27,3.7625,331.1,46.45,59092.5
2018-07-30,3.8125,333.7,46.6,58562.5
2018-07-31,3.865,341.4,46.55,56845.0
2018-08-01,3.795,336.0,46.3,57635.0
2018-08-02,3.8125,332.6,45.175,54112.5
2018-08-03,3.8425,331.8,46.175,56942.5
2018-08-06,3.8525,329.5,45.45,54702.5
2018-08-07,3.845,332.6,45.625,55065.0
2018-08-08,3.85,337.4,44.375,50510.0
2018-08-09,3.8275,334.9,47.325,60537.5
2018-08-10,3.7175,323.3,47.475,63827.5
2018-08-13,3.705,328.8,48.575,66985.0
2018-08-14,3.765,337.8,48.65,65425.0
2018-08-15,3.76,331.3,49.45,68710.0
2018-08-16,3.7975,337.0,52.45,77177.5
2018-08-17,3.7875,332.4,55.275,86827.5
2018-08-20,3.765,330.6,54.225,83985.0
2018-08-21,3.7425,327.2,53.9,83622.5
2018-08-22,3.6675,323.2,51.675,78027.5
2018-08-23,3.61,316.5,50.875,77000.0
2018-08-24,3.6275,316.3,51.225,77877.5
2018-08-27,3.615,310.6,54.225,88235.0
2018-08-28,3.5625,304.7,53.35,86812.5
2018-08-29,3.565,305.2,53.725,87925.0
2018-08-30,3.565,303.5,52.625,84575.0
2018-08-31,3.65,307.2,53.4,85410.0
2018-09-04,3.6825,311.2,55.25,90442.5
2018-09-05,3.6525,309.7,55.175,90802.5
2018-09-06,3.6625,314.0,56.675,95022.5
2018-09-07,3.67,317.0,56.8,95010.0
2018-09-10,3.6725,318.6,55.7,91292.5
2018-09-11,3.6675,316.2,54.1,86487.5
2018-09-12,3.525,318.4,55.625,93285.0
2018-09-13,3.505,314.9,55.925,94895.0
2018-09-14,3.5175,308.7,56.65,97647.5
2018-09-17,3.48,305.7,55.375,94430.0
2018-09-18,3.4325,303.3,57.975,103702.5
2018-09-19,3.4575,309.2,57.9,102497.5
2018-09-20,3.525,314.4,58.275,102165.0
2018-09-21,3.5725,308.9,57.4,99202.5
2018-09-24,3.605,307.5,56.975,97495.0
2018-09-25,3.6375,309.2,57.75,99317.5
2018-09-26,3.63,310.9,57.225,97580.0
2018-09-27,3.6475,311.8,55.475,91627.5
2018-09-28,3.5625,309.0,57.925,101022.5
2018-10-01,3.6575,313.8,59.85,105277.5
2018-10-02,3.675,315.1,59.15,102645.0
2018-10-03,3.6475,311.2,57.15,97047.5
2018-10-04,3.675,312.2,55.325,90695.0
2018-10-05,3.6825,319.6,57.55,96962.5
2018-10-08,3.665,318.5,57.55,97335.0
2018-10-09,3.645,317.8,56.575,94585.0
2018-10-10,3.6275,315.7,55.95,93057.5
2018-10-11,3.6925,316.8,54.425,87092.5
2018-10-12,3.7375,316.9,55.0,88247.5
2018-10-15,3.7825,327.0,56.75,92162.5
2018-10-16,3.7525,322.3,56.875,93482.5
2018-10-17,3.7425,323.7,54.7,86532.5
2018-10-18,3.7075,316.3,52.3,80117.5
2018-10-19,3.67,313.1,51.6,78760.0
2018-10-22,3.695,312.8,53.175,83455.0
2018-10-23,3.7025,310.7,54.525,87872.5
2018-10-24,3.6825,306.1,57.525,98232.5
2018-10-25,3.61,304.3,56.775,97100.0
2018-10-26,3.6775,307.3,57.925,99467.5
2018-10-29,3.6675,308.2,58.85,102487.5
2018-10-30,3.6475,305.1,59.0,103577.5
2018-10-31,3.6325,306.4,58.45,101912.5
2018-11-01,3.6675,313.4,58.2,99887.5
2018-11-02,3.7125,311.0,58.125,99212.5
2018-11-05,3.74,310.6,57.1,95560.0
2018-11-06,3.7325,311.4,54.1,85992.5
2018-11-07,3.7225,308.0,55.525,91042.5
2018-11-08,3.735,306.1,55.625,91365.0
2018-11-09,3.6975,305.6,55.8,92537.5
2018-11-12,3.7125,305.6,56.55,94712.5
2018-11-13,3.665,303.9,57.3,97995.0
2018-11-14,3.67,305.7,57.0,96780.0
2018-11-15,3.675,305.4,57.075,96975.0
2018-11-16,3.6475,310.9,60.075,106437.5
2018-11-19,3.6225,305.5,61.025,110392.5
2018-11-20,3.6125,307.1,58.975,103822.5
2018-11-21,3.6175,306.6,58.275,101557.5
2018-11-23,3.59,305.8,59.075,104610.0
2018-11-26,3.56,303.0,57.4,99980.0
2018-11-27,3.565,304.9,57.875,101235.0
2018-11-28,3.605,307.9,57.95,100575.0
2018-11-29,3.6025,306.9,58.725,103192.5
2018-11-30,3.665,308.3,57.875,99395.0
2018-12-03,4.025,327.3,58.025,92575.0
2018-12-04,4.0275,327.8,56.875,88807.5
2018-12-05,4.0225,327.8,55.85,85602.5
2018-12-06,4.0125,327.3,54.525,81562.5
2018-12-07,4.03,326.6,54.25,80490.0
2018-12-10,4.0225,325.9,54.725,82192.5
2018-12-11,4.04,326.6,54.45,80980.0
2018-12-12,4.0375,328.5,54.725,81707.5
2018-12-13,4.0375,325.4,54.8,82257.5
2018-12-14,4.0375,324.1,54.95,82867.5
2018-12-17,4.035,325.8,62.5,106895.0
2018-12-18,4.05,326.6,61.975,104910.0
2018-12-19,4.025,323.9,61.85,105155.0
2018-12-20,3.9675,323.5,62.15,107017.5
2018-12-21,3.9925,321.7,62.325,107382.5
2018-12-24,3.9875,323.2,61.7,105307.5
2018-12-26,3.9575,319.8,61.65,105937.5
2018-12-27,3.9625,320.4,61.75,106122.5
2018-12-28,3.975,324.2,61.575,104995.0
2018-12-31,3.975,321.2,62.425,108015.0
2019-01-02,3.9825,325.6,63.075,109542.5
2019-01-03,4.01,326.9,62.525,107240.0
2019-01-04,4.04,329.1,62.375,106090.0
2019-01-07,4.0375,332.2,62.625,106617.5
2019-01-08,4.0275,332.1,62.975,107897.5
2019-01-09,4.04,333.7,63.55,109390.0
2019-01-10,3.99,328.4,63.775,111390.0
2019-01-11,4.015,327.2,63.35,109775.0
2019-01-14,4.0225,325.0,62.325,106602.5
2019-01-15,3.965,322.1,62.725,109035.0
2019-01-16,3.9925,322.9,62.7,108462.5
2019-01-17,4.0325,324.6,62.725,107772.5
2019-01-18,4.0375,327.5,63.35,109407.5
2019-01-22,4.0075,325.6,63.775,111407.5
2019-01-23,4.0225,325.4,63.575,110562.5
2019-01-24,4.0075,325.3,62.975,108877.5
2019-01-25,4.0325,326.6,62.425,106612.5
2019-01-28,4.03,324.7,62.625,107480.0
2019-01-29,4.01,324.4,63.0,109010.0
2019-01-30,4.0375,323.5,63.475,110207.5
2019-01-31,4.0,322.9,63.275,110190.0
2019-02-01,4.0225,324.5,63.925,111772.5
2019-02-04,4.025,323.2,64.225,112824.99999999997
2019-02-05,4.035,323.2,63.975,111875.0
2019-02-06,4.03,323.0,64.125,112450.0
2019-02-07,4.0025,319.7,63.825,112232.49999999999
2019-02-08,3.9925,319.8,63.85,112452.5
2019-02-11,3.9775,318.8,63.825,112697.5
2019-02-12,4.02,323.3,64.325,113210.00000000001
2019-02-13,4.025,324.2,64.425,113365.0
2019-02-14,3.9925,320.1,63.65,111782.5
2019-02-15,3.9925,321.4,63.825,112212.5
2019-02-19,3.9675,319.9,62.325,107937.5
2019-02-20,3.985,319.8,62.45,108085.0
2019-02-21,4.0175,320.2,64.225,113237.49999999997
2019-02-22,4.0175,319.7,64.425,113927.5
2019-02-25,3.985,319.9,64.125,113435.0
2019-02-26,3.9625,318.0,64.4,114842.50000000003
2019-02-27,3.945,319.7,64.35,114774.99999999997
2019-02-28,3.92,316.2,64.55,116140.0
2019-03-01,3.9425,317.4,64.525,115602.50000000003
2019-03-04,3.9575,320.2,64.45,114857.5
2019-03-05,3.9725,319.6,64.625,115252.5
2019-03-06,3.95,316.0,64.4,115230.00000000003
2019-03-07,3.89,316.1,64.125,115240.0
2019-03-08,3.885,313.9,64.175,115695.0
2019-03-11,3.865,312.0,65.35,119944.99999999997
2019-03-12,3.915,313.4,65.7,120175.0
2019-03-13,3.9225,315.4,67.55,125782.5
2019-03-14,3.94,316.1,69.525,131770.00000000003
2019-03-15,3.96,320.7,72.525,140610.00000000003
2019-03-18,3.9475,319.5,74.95,148677.5
2019-03-19,3.9525,320.6,73.875,145052.5
2019-03-20,3.955,321.2,76.725,154074.99999999997
2019-03-21,3.9875,324.9,81.225,167617.49999999997
2019-03-22,4.0,323.9,81.075,167050.0
2019-03-25,4.0175,324.1,79.675,162287.5
2019-03-26,4.0025,321.3,80.225,164552.49999999994
2019-03-27,3.98,315.4,80.0,164760.0
2019-03-28,3.9825,316.9,77.0,154972.5
2019-03-29,3.8475,316.8,72.975,144127.49999999997
2019-04-01,3.8875,319.9,72.875,142897.5
2019-04-02,3.895,320.7,75.2,150145.0
2019-04-03,3.9075,321.2,77.9,158547.50000000003
2019-04-04,3.9225,322.3,80.9,167812.50000000003
2019-04-05,3.9,319.4,83.075,175400.0
2019-04-08,3.89,320.6,83.7,177430.0
2019-04-09,3.8925,320.3,80.7,167822.5
2019-04-10,3.9075,321.4,83.95,177887.5
2019-04-11,3.885,318.4,85.95,184925.0
2019-04-12,3.89,318.6,86.025,185070.0
2019-04-15,3.9075,321.1,87.25,188477.5
2019-04-16,3.875,316.7,88.525,193485.0
2019-04-17,3.8675,314.1,89.725,197697.5
2019-04-18,3.8625,313.6,89.725,197822.5
2019-04-22,3.825,312.5,88.7,195215.0
2019-04-23,3.7975,311.1,88.625,195527.5
2019-04-24,3.76,309.5,88.3,195210.0
2019-04-25,3.7725,314.4,85.3,184932.5
2019-04-26,3.8075,309.4,84.675,182907.5
2019-04-29,3.8125,306.9,83.525,179402.5
2019-04-30,3.81,306.7,81.975,174500.0
2019-05-01,3.8625,306.8,84.8,182742.5
2019-05-02,3.87,303.7,83.05,177340.0
2019-05-03,3.8775,304.5,83.725,179307.5
2019-05-06,3.8225,302.8,80.725,170702.49999999997
2019-05-07,3.8375,300.6,81.475,173097.49999999997
2019-05-08,3.8225,300.7,79.85,168112.49999999997
2019-05-09,3.7275,297.2,80.975,173487.49999999997
2019-05-10,3.72,296.0,81.725,176119.99999999997
2019-05-13,3.765,295.5,79.425,168135.0
